epochs    train_batch    eval_batch    lr    weight_decay   warmup_steps    dense_layers    train_acc    val_acc    disparity_360   disparity_120   avg_train_coeff    avg_test_coeff

Base 384 Model

25		30		30	3e-05	0.01		0		0		0.6208	0.1750		0.7981		0.7970		0.4084		0.4109
25		30		30	3e-05	0.01		0		2		0.6917	0.1667		0.7923		0.7636		0.4441		0.4651
25		30		30	3e-05	0.01		0		3		0.8917	0.1333		0.7999		0.7596		0.4014		0.4417
25		30		30	3e-05	0.01		0		4		0.8958	0.1833		0.7354		0.7089		0.4662		0.4873
25		30		30	3e-05	0.01		0		5		0.7167	0.2167		0.7599		0.7034		0.4382		0.4831
25		60		60	3e-05	0.01		0		0		0.8292	0.2333		0.7828		0.7549		0.4302		0.4400
25		60		60	3e-05	0.01		0		2		0.8208	0.2500		0.7197		0.6824		0.4740		0.5162
25		60		60	3e-05	0.01		0		3		0.7125	0.1750		0.7225		0.7115		0.4725		0.5014
25		60		60	3e-05	0.01		0		4		0.8292	0.1750		0.7800		0.7518		0.4304		0.4474
25		60		60	3e-05	0.01		0		5		0.8625	0.1583		0.7625		0.7435		0.4509		0.4608
25		60		60	3e-05	0.01		10		0		0.7958	0.2000		0.8087		0.7314		0.4066		0.4673
25		60		60	3e-05	0.01		20		0		0.6917	0.1917		0.7636		0.7769		0.4535		0.4471
25		30		30	1e-05	0.01		0		0		0.6875	0.1083		0.7295		0.7325		0.4704		0.4747
25		30		30	0.0001	0.01		0		0		0.8708	0.3167		0.7040		0.6756		0.4761		0.5168 ############### Best Model 384 ###############
25		30		30	0.001	0.01		0		0		0.0292	0.0583		0.7897		0.7777		0.4188		0.4125
25		30		30	0.01	0.01		0		0		0.0208	0.0333		0.9373		0.9197		0.1865		0.2332
25		30		30	3e-05	0.05		0		0		0.8667	0.2417		0.7452		0.7322		0.4480		0.4456
25		30		30	0.0001	0.05		0		0		0.7625	0.2583		0.7125		0.6795		0.4852		0.5068
25		30		30	0.001	0.05		0		0		0.0375	0.0167		0.7383		0.7157		0.4589		0.4789
25		60		60	0.001	0.05		0		0		0.0167	0.0583		0.7790		0.7395		0.4262		0.4621
25		30		30	0.01	0.05		0		0		0.0125	0.0417		0.9160		0.8955		0.1937		0.2464
